k,mean_auc
5,0.7557620257492123
6,0.7610439807276302
7,0.7637907172667897
8,0.7743909036553425
9,0.7852504545774737
10,0.7900978530698218
11,0.8102970414458213
12,0.8160194566344308
13,0.8193352412724761
14,0.8226512708374646
15,0.824405182534434
16,0.82448888480408
17,0.8277932891136099
18,0.8298655246617536
19,0.8314032921178285
20,0.8320660958247104
21,0.8327001556290321
22,0.8348289879080582
23,0.8346133589251705
24,0.838053678603143
25,0.8384673213216656
26,0.8375296845296981
