Train,Test,AUC_mean,AUC_std,CI_lo,CI_hi,N_train,N_test
others,community,0.720652304229463,0.010796877921273748,0.699316624632467,0.7410200774054879,54082,5314
others,company,0.6930754596899915,0.00597325992445161,0.6812352748585385,0.7040757681872416,49960,9436
others,non-profit,0.6835179472948616,0.0139836411231005,0.656349811483202,0.7103069203745468,57062,2334
others,organization or individual,0.6814882717560239,0.004717508712251779,0.6716112223119469,0.6907873032840083,19437,39959
others,university,0.6785184264276766,0.01356106748943966,0.6512775518342045,0.7039249217416533,57043,2353
