Train,Test,AUC_mean_main,AUC_std_main,CI_lo_main,CI_hi_main,N_train_main,N_test_main,AUC_mean_robust,AUC_std_robust,CI_lo_robust,CI_hi_robust,N_train_robust,N_test_robust,delta_AUC,main_in_robust_CI,noticeable
community,company,0.6956421741785828,0.0058555805310239,0.684331865482236,0.7073288138492633,5353,9700,0.6970196814468782,0.0076402750088126,0.682091035074863,0.7111268634045147,5326,9276,0.0013775072682954415,True,False
community,non-profit,0.6625666966263623,0.0148897381783051,0.6337964524282278,0.6923999571283446,5353,2374,0.6843686060649155,0.0203377865415242,0.6414630548505779,0.7248945095582024,5326,2312,0.021801909438553202,True,False
community,organization or individual,0.6878949880720994,0.0050673385484004,0.6777155195669718,0.6975822091579703,5353,40168,0.724906840761638,0.0079145183014714,0.7083822469557176,0.7398048932564857,5326,40719,0.03701185268953866,False,True
community,university,0.6400989345329207,0.0134218068995566,0.6151146691770416,0.6662067279849366,5353,2403,0.6698617284666525,0.0166717260645523,0.6378762208726879,0.7012426720149078,5326,2364,0.029762793933731824,True,False
company,community,0.677572348611636,0.0109191105339816,0.6557775076646585,0.698884978895987,9700,5353,0.7236054521684544,0.0152705075916799,0.694906211933482,0.7518696503562875,9276,5326,0.046033103556818444,False,True
company,non-profit,0.689908455391661,0.0144967030357014,0.6612394361909352,0.7180852912404382,9700,2374,0.710202658961668,0.0194852811992512,0.6713557854702842,0.747724239819358,9276,2312,0.020294203570006997,True,False
company,organization or individual,0.6554960183396741,0.0051362175130808,0.6454787611327869,0.6650830429170468,9700,40168,0.6906333848069572,0.0072712039511683,0.6765393781495018,0.7052164300075378,9276,40719,0.03513736646728316,False,True
company,university,0.6598770817437807,0.0130158228993788,0.6343054979763414,0.6857000585994055,9700,2403,0.6657333950725443,0.0159479477485229,0.6332624890236264,0.6976909453060371,9276,2364,0.005856313328763574,True,False
non-profit,community,0.6866427497413079,0.0116839679019268,0.6649863958614156,0.7102680834081224,2374,5353,0.7001100985920489,0.0174856437899914,0.6675845695646085,0.7349087659547506,2312,5326,0.013467348850740968,True,False
non-profit,company,0.7031167221007217,0.006069052605143,0.6905264215066889,0.7150460846623159,2374,9700,0.7169712426456115,0.0076508809072488,0.7025911259839761,0.7319319049944252,2312,9276,0.013854520544889781,True,False
non-profit,organization or individual,0.681284447638016,0.0051277299453886,0.6713914140339035,0.6909693036571047,2374,40168,0.6918354706264667,0.0079306271217663,0.6759877959581948,0.7067618283588654,2312,40719,0.010551022988450676,True,False
non-profit,university,0.6389264458519645,0.0132591838099186,0.61252281166385,0.6650644444056945,2374,2403,0.6408714739438136,0.0156492803027221,0.6097527839945698,0.6722737332676434,2312,2364,0.0019450280918491547,True,False
organization or individual,community,0.6864831088043868,0.0112178350461748,0.6637550824796795,0.7083189694146161,40168,5353,0.772896279058637,0.0140936575614071,0.7460053628174402,0.8003422329535864,40719,5326,0.08641317025425022,False,True
organization or individual,company,0.6871889165373879,0.0057630665328954,0.6768368367346992,0.6981984118415284,40168,9700,0.6914318540411172,0.0075053197567656,0.6771408293330443,0.705979467505924,40719,9276,0.004242937503729283,True,False
organization or individual,non-profit,0.6684812046178603,0.0136881346670105,0.64083723008131,0.6949927549186857,40168,2374,0.6836698394372318,0.0184111778978833,0.6484742576013789,0.7196767790699558,40719,2312,0.015188634819371494,True,False
organization or individual,university,0.7161358579231446,0.0130033321362436,0.6891859745101332,0.7395042354999359,40168,2403,0.7602575357345911,0.0139983584904911,0.7313050078608653,0.7863043970629282,40719,2364,0.04412167781144649,False,True
university,community,0.6718226740518151,0.0115395452105884,0.6485580073248075,0.6949603768964627,2403,5353,0.7256473008143784,0.0166501041369685,0.6931357895606145,0.7575763467161117,2364,5326,0.05382462676256339,False,True
university,company,0.680585368657186,0.0060378040078233,0.6684839045251304,0.6925635972625406,2403,9700,0.6690521172357394,0.0078684042403098,0.6525935287717702,0.6841822082558439,2364,9276,-0.011533251421446566,True,False
university,non-profit,0.6758176402187571,0.0133210968996512,0.6497618747333832,0.7007824328214489,2403,2374,0.6743834013564484,0.018527306954364,0.6358381267163203,0.710403228215714,2364,2312,-0.0014342388623087565,True,False
university,organization or individual,0.6709290566688887,0.005091856433431,0.6604260000459831,0.6811715135546295,2403,40168,0.7059363166248718,0.008280032652396,0.6883156262141372,0.7215915672166217,2364,40719,0.03500725995598308,False,True
