Train,Test,AUC_mean_main,AUC_std_main,CI_lo_main,CI_hi_main,N_train_main,N_test_main,AUC_mean_robust,AUC_std_robust,CI_lo_robust,CI_hi_robust,N_train_robust,N_test_robust,delta_AUC,main_in_robust_CI,noticeable
community,company,0.6973639819688505,0.006108707322331,0.6855101813916833,0.7090112294706961,5298,9510,0.7171150518653099,0.0069789378130925,0.7037734929490487,0.7305971067476212,5310,9264,0.01975106989645936,False,False
community,non-profit,0.71502110526688,0.014114101903538,0.6871576225559842,0.7424875171305653,5298,2317,0.7340673772335821,0.0199885709977064,0.6956808889960793,0.7732517276382196,5310,2298,0.019046271966702055,True,False
community,organization or individual,0.6911059370998802,0.0053925105743677,0.6803660120426538,0.7018380974710506,5298,40472,0.7237042717570085,0.0078953614758617,0.7082570600445224,0.7389775683470438,5310,40709,0.03259833465712825,False,True
community,university,0.6346081635149572,0.0159443226099945,0.6021950508751088,0.6651970096690555,5298,2402,0.67791122867844,0.0235283517522953,0.6313147631271372,0.7267964388105818,5310,2420,0.04330306516348281,True,True
company,community,0.697734409032458,0.0111928383088668,0.6772153994315867,0.7194297541875727,9510,5298,0.7372239365448561,0.0133353797926748,0.7117346666023888,0.7641490567210397,9264,5310,0.03948952751239809,False,True
company,non-profit,0.7152781930184703,0.0138821768629526,0.6875939416508087,0.7433666539311985,9510,2317,0.7283312418973326,0.019017503777116,0.6910518777945222,0.7647182766366283,9264,2298,0.013053048878862272,True,False
company,organization or individual,0.7098284849185063,0.0049727988610467,0.7004274852944873,0.7193616109720208,9510,40472,0.7373419477131178,0.0070570554319957,0.7232958197219196,0.7513741529066698,9264,40709,0.027513462794611532,False,False
company,university,0.6503815709921171,0.0173715950578802,0.6157161172523314,0.6819649538535921,9510,2402,0.6743266320337318,0.0260805063880024,0.6199756304174392,0.7224621397459724,9264,2420,0.023945061041614646,True,False
non-profit,community,0.6537238416022574,0.0108532702135675,0.6318799482319549,0.6741466463185719,2317,5298,0.6633033622357275,0.014838856691677,0.633797740633097,0.6923728520144108,2298,5310,0.009579520633470118,True,False
non-profit,company,0.701270402834237,0.0058653704184398,0.6892703551990388,0.7125802964386507,2317,9510,0.7012424726372919,0.0072942521276098,0.6864439371885185,0.7152695956814361,2298,9264,-2.793019694513621e-05,True,False
non-profit,organization or individual,0.6274446660159372,0.0053075574452757,0.6174085376577982,0.6383883894244744,2317,40472,0.6272426405705844,0.008443085476998,0.6108957077528515,0.6436127844200749,2298,40709,-0.00020202544535274924,True,False
non-profit,university,0.6148024801101698,0.0181878104560762,0.5797359416966704,0.6496902060749496,2317,2402,0.626339944887625,0.0288412333218872,0.5681732360247032,0.6849267098666844,2298,2420,0.011537464777455209,True,False
organization or individual,community,0.7097139949229341,0.0104874637251358,0.6893850407312504,0.7301162818344853,40472,5298,0.7335779492180381,0.0128559906976795,0.7086780949528741,0.7583866770178063,40709,5310,0.023863954295104017,True,False
organization or individual,company,0.6704319291862962,0.006360915136816,0.6579204318521369,0.6832057876222668,40472,9510,0.6791022244578717,0.0074860044608582,0.66401660166389,0.693597940243053,40709,9264,0.008670295271575479,True,False
organization or individual,non-profit,0.7061135787705689,0.0140214319518269,0.6787287238832229,0.7346461237835576,40472,2317,0.7130085777595276,0.0184209360085532,0.6771177674659763,0.7506873130193813,40709,2298,0.006894998988958734,True,False
organization or individual,university,0.6409699605906621,0.0175260769610012,0.6059993292351465,0.6762018078592708,40472,2402,0.6474589144614452,0.0280771013471048,0.5921926695865841,0.7011830467285753,40709,2420,0.006488953870783076,True,False
university,community,0.646763015108936,0.0112129824882173,0.6251412489198125,0.6676581731775394,2402,5298,0.6718609651147015,0.013662612302917,0.6448273429080723,0.70016856525088,2420,5310,0.025097950005765535,True,False
university,company,0.6481993992010662,0.0061787116327872,0.6358323398189788,0.6598793174992847,2402,9510,0.6521711588086216,0.0074099157426894,0.6376341725432682,0.6670354381775306,2420,9264,0.0039717596075554695,True,False
university,non-profit,0.6505746306468289,0.0145597323614546,0.6217845490469365,0.6782016800709793,2402,2317,0.6832222789141038,0.0192121943947511,0.6455303900715299,0.7198420155113952,2420,2298,0.032647648267274954,True,True
university,organization or individual,0.6322716306829682,0.0058295610139425,0.6206176471924363,0.6437333500571647,2402,40472,0.6287442436725575,0.008461550796692,0.6120485287527403,0.6445869932423309,2420,40709,-0.0035273870104106653,True,False
