Train,Test,AUC_mean_main,AUC_std_main,CI_lo_main,CI_hi_main,N_train_main,N_test_main,AUC_mean_robust,AUC_std_robust,CI_lo_robust,CI_hi_robust,N_train_robust,N_test_robust,delta_AUC,main_in_robust_CI,noticeable
Audio,Computer Vision,0.7276096898097284,0.0079102031579677,0.7121749095046366,0.7427378576922338,2164,7521,0.7380612935274187,0.0100535507682782,0.7188571919982368,0.7576282476322124,2172,7422,0.010451603717690272,True,False
Audio,Multimodal,0.6782255649675503,0.0135715600856661,0.6508068096657584,0.7048478686157219,2164,1942,0.6941495056554191,0.015666005897981,0.6621577080432545,0.7241267564868902,2172,1897,0.015923940687868843,True,False
Audio,NLP,0.6705465401909599,0.0047055330755541,0.6614237919055138,0.6801320444899959,2164,28302,0.7051338870001413,0.0060950544627344,0.6939381581268368,0.7168884814982424,2172,28344,0.03458734680918141,False,True
Audio,Other,0.6845012733304471,0.0073664620892152,0.6698019444865168,0.6991701088500087,2164,20103,0.6801090694232355,0.0114923674975486,0.6570443508040659,0.701699159776415,2172,20198,-0.004392203907211623,True,False
Computer Vision,Audio,0.7594870944339496,0.01345719108557,0.7327775201508993,0.7874482689554266,7521,2164,0.7831080883691108,0.0171990145893104,0.748972621542406,0.8157497766330049,7422,2172,0.02362099393516126,True,False
Computer Vision,Multimodal,0.6917025288074009,0.0136391286142903,0.6642996453738617,0.7186658897354762,7521,1942,0.7311476161458065,0.0164538319297446,0.6990197119756496,0.7615743167606656,7422,1897,0.03944508733840557,False,True
Computer Vision,NLP,0.6986331846802996,0.0048038411533715,0.6888971867016743,0.7085402791828022,7521,28302,0.7331274471530688,0.0061314587166521,0.7205447220893325,0.744887826085792,7422,28344,0.03449426247276921,False,True
Computer Vision,Other,0.6379633119524782,0.0077617221589466,0.6228303973901627,0.6525288451563135,7521,20103,0.6961662538891203,0.01106614950845,0.6730462029933156,0.7158904447722598,7422,20198,0.058202941936642105,False,True
Multimodal,Audio,0.6910506941143458,0.0162115774555861,0.660093401189333,0.7226067249051907,1942,2164,0.7220131855409702,0.0203446427831769,0.6835466356785909,0.7614748438226951,1897,2172,0.030962491426624328,True,True
Multimodal,Computer Vision,0.7047557628799107,0.0081042184077162,0.6897765138379351,0.7194321902139741,1942,7521,0.7266220868810838,0.0100661379130808,0.7050166909422945,0.7458448502371636,1897,7422,0.021866324001173054,False,False
Multimodal,NLP,0.7253441240050524,0.0046760078407111,0.7160987156520615,0.7349182411243225,1942,28302,0.743780494749554,0.0063037439167704,0.7317717342208911,0.7557772825685394,1897,28344,0.01843637074450155,False,False
Multimodal,Other,0.6805544963319948,0.0076957997933142,0.6658592818137824,0.6956970232186086,1942,20103,0.6441045116848757,0.0113571068273234,0.6224272086054237,0.666564616826745,1897,20198,-0.03644998464711913,False,True
NLP,Audio,0.7656662239442583,0.0145617576639272,0.7366559316536057,0.7949043587207769,28302,2164,0.7820085902897635,0.0179232412303181,0.7444256688488161,0.814944407259285,28344,2172,0.016342366345505233,True,False
NLP,Computer Vision,0.7014089710343493,0.0085596596430937,0.6848385475676236,0.7180776005411086,28302,7521,0.7125076123182796,0.0111514086369087,0.6905940786559825,0.7343439073673276,28344,7422,0.011098641283930344,True,False
NLP,Multimodal,0.7656700041304623,0.011633651007887,0.7426337985187319,0.7886630213174551,28302,1942,0.7938733059619012,0.013941716495516,0.7665629680602453,0.8193462630350306,28344,1897,0.02820330183143893,False,False
NLP,Other,0.7420110954695963,0.0062826273157951,0.7304168812393176,0.753953998884586,28302,20103,0.7453925134104304,0.0101656677573888,0.7243333965502219,0.7644555739839591,28344,20198,0.0033814179408341305,True,False
Other,Audio,0.7235263853381969,0.0154675903966209,0.6928286026601533,0.7532579935226014,20103,2164,0.7020453943862117,0.0211506917281713,0.6594780692883762,0.743678497367728,20198,2172,-0.02148099095198519,True,False
Other,Computer Vision,0.7316709082954171,0.0077496622431928,0.7160934188637389,0.7460130340395986,20103,7521,0.7153390637022304,0.010642872519312,0.6930659235661509,0.7357277878100011,20198,7422,-0.016331844593186706,True,False
Other,Multimodal,0.7163728844172009,0.0127141234760598,0.6919024970927902,0.7415389193345473,20103,1942,0.7322329663697699,0.0155193584617026,0.7006400267796079,0.7618282136139278,20198,1897,0.01586008195256894,True,False
Other,NLP,0.7357035141698767,0.0043731195982181,0.7272992748640285,0.744430560069682,20103,28302,0.7651955895992935,0.0056491937038147,0.7541097914967699,0.7762234483491277,20198,28344,0.029492075429416786,False,False
