Group,N_main,AUC_mean_main,AUC_std_main,N_robust,AUC_mean_robust,AUC_std_robust,delta_AUC,noticeable
Audio,2187,0.8142640965591786,0.0385652713945982,2155,0.7969293546312669,0.0358110442232476,-0.017334741927911734,False
Computer Vision,7853,0.890983442689017,0.0243512516697096,7698,0.8928455263798909,0.02534728168792,0.001862083690873928,False
Multimodal,1913,0.8435748272518897,0.0218170670914186,1869,0.8490017907058002,0.0475868926847287,0.005426963453910472,False
NLP,27809,0.8611543633034339,0.0102275098725425,27808,0.8838810106278977,0.0131731890036181,0.022726647324463833,False
Other,20276,0.8109995727267136,0.0161539960797609,20511,0.859598327759382,0.0224720885263775,0.04859875503266842,True
