Group,N_main,AUC_mean_main,AUC_std_main,N_robust,AUC_mean_robust,AUC_std_robust,delta_AUC,noticeable
community,5353,0.8681713395303754,0.0208812930836595,5326,0.8973512061351062,0.0397738899809958,0.02917986660473082,False
company,9700,0.8808506590243086,0.0127506975075971,9276,0.8912540867784651,0.0137962330243011,0.01040342775415648,False
non-profit,2374,0.8168133987714624,0.042026657440349,2312,0.8197575254430365,0.0442649705273794,0.0029441266715740655,False
organization or individual,40168,0.8305995299932638,0.0092693887172645,40719,0.8513926943495495,0.0141980222091341,0.020793164356285643,False
university,2403,0.8391893364675713,0.0297088770401505,2364,0.8629260679013967,0.0359475144983485,0.023736731433825375,False
