Group,N_main,AUC_mean_main,AUC_std_main,N_robust,AUC_mean_robust,AUC_std_robust,delta_AUC,noticeable
community,5298,0.8645840852690995,0.0250939186123776,5310,0.8740613861597101,0.0221869825258934,0.009477300890610607,False
company,9510,0.8668911856658534,0.0135686561306518,9264,0.8866701265791083,0.0173555852270285,0.019778940913254828,False
non-profit,2317,0.8389168674788305,0.037431497815472,2298,0.8424026548232932,0.0665214326474982,0.0034857873444626986,False
organization or individual,40472,0.8251686691235163,0.0098499899771246,40709,0.8381178800383461,0.0311099771067051,0.012949210914829812,False
university,2402,0.7654675856794623,0.057103680930391,2420,0.7972172831087408,0.0940858180881484,0.03174969742927858,True
