Group,N,AUC_mean,AUC_std
Audio,2161,0.7863732173482659,0.04058025686963423
Computer Vision,7576,0.8262543717717022,0.017233663457622124
Multimodal,1970,0.8235527516121287,0.029687719824109216
NLP,28429,0.8149108134803982,0.009050134321836035
Other,19904,0.7919285735836831,0.004779219018880699
Reinforcement Learning,149,0.6386363636363637,0.10162972829491695
