Feature,PermImportance_mean,PermImportance_std
word_count_content,0.1047194567625607,0.0033633822507877597
has_quantized,0.06543436505003618,0.0033761218194836903
model_size_bytes,0.0294634642595918,0.0019317555865328638
word_count_yaml,0.021448317018743494,0.001564132945261202
num_huggingface_links,0.017559087865825666,0.0012717115810754187
num_code_blk,0.01558698523464199,0.0010765380758921224
num_arxiv,0.014973414329734888,0.0012416039308601687
has_license,0.014071886846081386,0.0013493301554718272
num_github_links,0.013337245638344323,0.0013608963369675369
num_root_file,0.012225561569944969,0.0008897189772982143
num_lists,0.010877192555560182,0.0010464417951037072
num_inline_code,0.008615421388079336,0.0008502586580860358
has_config,0.007404590046068427,0.000997270175072418
num_static_img,0.006881019575167505,0.0006661882905350414
has_safetensors,0.006139468707304089,0.0009388844280919927
has_pipeline_name,0.005800552969602083,0.0007577772500723165
num_modules,0.005694643629874404,0.0009448756236417725
num_dataset,0.005062197312608193,0.0005616072610266914
has_primary_implementation_library_name,0.005019157702524453,0.0006441544799974572
num_table,0.004898862600667046,0.0008356743914977202
has_bibtex,0.004434905483455172,0.0005714595128555146
has_widgetData,0.0033084633437111544,0.0005332863969085615
has_model_index_result,0.0006490559621171769,0.00017960994284451425
has_video,4.413858710535419e-06,5.889846455380702e-05
has_space,-8.982624648038821e-06,8.621819566664712e-07
num_animated_img,-1.1590783666256173e-05,7.117820148363367e-05
