k,mean_auc
5,0.7181043027059628
6,0.7288264515440448
7,0.7300611410891819
8,0.7372231248807104
9,0.7485581426980714
10,0.7632727597014981
11,0.76643529244057
12,0.7737409754900559
13,0.7873926308543142
14,0.7979187144829595
15,0.800169064451822
16,0.8009942644911783
17,0.8036804016815735
18,0.8062166550614578
19,0.8080483240039879
20,0.8090940289111224
21,0.8085656947745591
22,0.8111696317111354
23,0.8109232347343329
24,0.8115010734087418
25,0.8127279938951736
26,0.8128677552968846
