Train,Test,AUC_mean,AUC_std,CI_lo,CI_hi,N_train,N_test
Audio,Computer Vision,0.778017569448387,0.0073070498843232565,0.7625357838899911,0.7921287528660285,2173,7821
Audio,Multimodal,0.6946585325504985,0.01206645407203415,0.6727419787023268,0.7187517498558895,2173,1987
Audio,NLP,0.6058761500782149,0.0036730936025373712,0.5987621291306393,0.6134233176715441,2173,28920
Audio,Other,0.7196340231899897,0.0050081838491458,0.7100049151165355,0.7296550229536742,2173,19133
Audio,Reinforcement Learning,0.7214380391302344,0.04323202559539872,0.6297612985300276,0.7995181753941596,2173,153
Computer Vision,Audio,0.6821243654332537,0.012470186441427306,0.6572335657676287,0.7064298847899806,7821,2173
Computer Vision,Multimodal,0.7143080187347737,0.011368027578106139,0.6905240000396089,0.7354972460053472,7821,1987
Computer Vision,NLP,0.6487687575024423,0.0035449518106318023,0.642231566662979,0.6553931029084745,7821,28920
Computer Vision,Other,0.7327714580506264,0.004568309893003898,0.7244998896000836,0.7418635181854405,7821,19133
Computer Vision,Reinforcement Learning,0.7974541135213269,0.0388745898782293,0.7179704124801692,0.8673582887942338,7821,153
Multimodal,Audio,0.6652767081893665,0.01293939446631449,0.640691525224444,0.6918842595893561,1987,2173
Multimodal,Computer Vision,0.7358998200015787,0.00795003259870942,0.7209102160657922,0.7509415731134247,1987,7821
Multimodal,NLP,0.6430863028486725,0.0036079164755587856,0.6360431965613692,0.6501265321546332,1987,28920
Multimodal,Other,0.7011903229237448,0.004961250005679332,0.6920595163603487,0.7105591413808017,1987,19133
Multimodal,Reinforcement Learning,0.7965689766582672,0.0433796205658954,0.7021472659542648,0.8728841691405591,1987,153
NLP,Audio,0.6800613974752843,0.012924765398343079,0.6546683672825415,0.7052854673333481,28920,2173
NLP,Computer Vision,0.7623290932456942,0.007788997349476012,0.7467457581130553,0.7765498636671133,28920,7821
NLP,Multimodal,0.7485928690517267,0.010908634484841199,0.7258087018985869,0.7688954243882034,28920,1987
NLP,Other,0.7351957542359069,0.005382889441833622,0.7246890054997008,0.745861786960305,28920,19133
NLP,Reinforcement Learning,0.7075529102309427,0.0459747581363102,0.6110492183882336,0.7886198214610087,28920,153
Other,Audio,0.698089294214808,0.012812343887797633,0.6730693588644547,0.7231867771403806,19133,2173
Other,Computer Vision,0.7458747779763598,0.007777566780669696,0.7297937215727821,0.761089943955019,19133,7821
Other,Multimodal,0.6987551145238851,0.011297790103304263,0.6765645602138635,0.7198535860392269,19133,1987
Other,NLP,0.6649894729536675,0.0035377021239456894,0.6578112748450196,0.6718568350900432,19133,28920
Other,Reinforcement Learning,0.7467738556733496,0.03896982415663262,0.66745810375398,0.819701756440281,19133,153
Reinforcement Learning,Audio,0.6387443573138135,0.013921247252236733,0.610614870262535,0.6657372151967249,153,2173
Reinforcement Learning,Computer Vision,0.7304011678295946,0.007417009357338372,0.7158937125963091,0.7446299718037013,153,7821
Reinforcement Learning,Multimodal,0.6027691483851615,0.012704905914492925,0.5785059383605577,0.6293031553604225,153,1987
Reinforcement Learning,NLP,0.5336401248960903,0.003673635597996176,0.5260233581137427,0.5409879548438612,153,28920
Reinforcement Learning,Other,0.6638978916326749,0.005026262735117548,0.6545666792513813,0.6744014421852883,153,19133
