Model,AUC_mean,AUC_std,Best_Params
RandomForest,0.818111626441755,0.005825540631708884,"{'clf__max_depth': 20, 'clf__n_estimators': 200}"
KNN,0.7688738613862012,0.006797145079540769,"{'clf__n_neighbors': 11, 'clf__weights': 'distance'}"
DecisionTree,0.7423077601643215,0.007590947273035136,"{'clf__max_depth': 10, 'clf__min_samples_split': 10}"
SVM,0.6919439735982157,0.007606783171615393,{'clf__C': 10}
NaiveBayes,0.6590412357024433,0.007501345121133203,{'clf__var_smoothing': 1e-07}
