Group,N,AUC_mean,AUC_std
Audio,2173,0.8001942664740543,0.026733160567251283
Computer Vision,7821,0.8754709595925719,0.014468803723748461
Multimodal,1987,0.8235356933607486,0.027735004440845545
NLP,28920,0.8353617002210607,0.00521232128627132
Other,19133,0.8463122943881087,0.007857869620549162
Reinforcement Learning,153,0.8642628205128204,0.10965423132066726
