Group,N_main,AUC_mean_main,AUC_std_main,N_robust,AUC_mean_robust,AUC_std_robust,delta_AUC,noticeable
community,5353,0.8681713395303754,0.0208812930836595,5314,0.8623843192410743,0.0287430574614289,-0.005787020289301115,False
company,9700,0.8808506590243086,0.0127506975075971,9436,0.8672892934378174,0.0098832954614509,-0.013561365586491236,False
non-profit,2374,0.8168133987714624,0.042026657440349,2334,0.8273534979358861,0.0251681475570098,0.010540099164423666,False
organization or individual,40168,0.8305995299932638,0.0092693887172645,39959,0.8150477840580652,0.0094426240603045,-0.015551745935198591,False
university,2403,0.8391893364675713,0.0297088770401505,2353,0.8233080587943288,0.039798079060315,-0.015881277673242544,False
