Train_main,Test,AUC_mean_main,AUC_std_main,CI_lo_main,CI_hi_main,N_train_main,N_test_main,Train_robust,AUC_mean_robust,AUC_std_robust,CI_lo_robust,CI_hi_robust,N_train_robust,N_test_robust,delta_AUC,main_in_robust_CI,noticeable
others,community,0.7277095059953763,0.0105514101352108,0.7047407338295912,0.7482887875518727,54645,5353,others,0.720652304229463,0.0107968779212737,0.699316624632467,0.7410200774054879,54082,5314,-0.00705720176591329,True,False
others,company,0.707911079834365,0.0057769778115353,0.6972758040557672,0.7194171862415141,50298,9700,others,0.6930754596899915,0.0059732599244516,0.6812352748585385,0.7040757681872416,49960,9436,-0.014835620144373451,False,False
others,non-profit,0.7084413826853189,0.0134178819938504,0.681686979096134,0.7343411641685779,57624,2374,others,0.6835179472948616,0.0139836411231005,0.656349811483202,0.7103069203745468,57062,2334,-0.02492343539045727,True,False
others,organization or individual,0.7051823537814929,0.0046841090933893,0.6957162125617902,0.7140439569278197,19830,40168,others,0.6814882717560239,0.0047175087122517,0.6716112223119469,0.6907873032840083,19437,39959,-0.023694082025468965,False,False
others,university,0.7007694614587278,0.0122472231302759,0.6754979360013056,0.7237324933529505,57595,2403,others,0.6785184264276766,0.0135610674894396,0.6512775518342045,0.7039249217416533,57043,2353,-0.022251035031051192,True,False
