k,mean_auc
5,0.7109774303504802
6,0.7535130949330365
7,0.766340462373211
8,0.7691999019505009
9,0.7746169991742716
10,0.8044611743712707
11,0.8097615020527572
12,0.8136351795507097
13,0.8153107201707288
14,0.816793192326803
15,0.8199005933583958
16,0.8233014081601038
17,0.8264772860440335
18,0.8286506292901017
19,0.8296515035754419
20,0.8356513537547358
21,0.8349394592460968
22,0.8372576980228142
23,0.8367558904222756
24,0.8391769307579808
25,0.8384010720268928
26,0.8389730957451433
