Feature,PermImportance_mean,PermImportance_std
word_count_content,0.07598577093354487,0.003582904685347863
has_quantized,0.055019622050464415,0.0021911384959073135
model_size_bytes,0.03026429763437805,0.002323705240675775
word_count_yaml,0.02330650137093645,0.0021486974462453234
num_arxiv,0.022184000414212268,0.001695556005465957
num_code_blk,0.020442983283723633,0.0017687898164214244
num_huggingface_links,0.019813612073461374,0.001331052369507853
num_github_links,0.018340470271620942,0.0017874629782768277
num_lists,0.013894309374530296,0.0014934354927485737
num_modules,0.010726252907424698,0.001096528004727325
num_root_file,0.01050525859501703,0.0015006806591345992
num_static_img,0.010162187317653771,0.001240265374655241
num_inline_code,0.009176402732576684,0.0009326455584552285
has_license,0.008856108829815938,0.00134879442775835
num_table,0.008354307464639558,0.0007496958573927531
has_config,0.007967523153867269,0.0010837154310406585
has_bibtex,0.006721645440850717,0.0008246973263156082
has_safetensors,0.006692750525099951,0.001144832442472796
has_pipeline_name,0.0066281233443897325,0.001051930072955765
num_dataset,0.004304216402301009,0.0008944786551265489
has_primary_implementation_library_name,0.003630594370998349,0.001042398220827427
has_widgetData,0.0028557168570955693,0.0006991002129175163
has_model_index_result,0.0011528222507464696,0.0002883792018687501
has_video,0.00018239688042131312,0.0001231041525511738
num_animated_img,6.910984745904422e-05,7.792050839137709e-05
has_space,2.6897655223604804e-06,3.8104428762125626e-06
