Feature,Test_Type,Test_Applied,p_value,Effect_Size_Measure,Effect_Size_Value,Effect_Size_Interpretation,p_value_fdr_corrected,significant_after_fdr
num_arxiv,Continuous,Mann-Whitney U,0.0,Cliff's Delta,0.22022490784004572,small,0.0,True
num_dataset,Continuous,Mann-Whitney U,1.1374302943570396e-12,Cliff's Delta,0.03304536651991295,negligible,1.679063767860392e-12,True
num_model_files,Continuous,Mann-Whitney U,2.8533210196468187e-12,Cliff's Delta,0.043652718294328534,negligible,4.020588709502335e-12,True
model_size_bytes,Continuous,Mann-Whitney U,0.11789126869989215,Cliff's Delta,-0.00987191795241169,negligible,0.1353566418406169,False
num_root_file,Continuous,Mann-Whitney U,1.1436940120278157e-138,Cliff's Delta,0.1580335502247308,small,2.727270336374022e-138,True
num_modules,Continuous,Mann-Whitney U,2.323745987638267e-06,Cliff's Delta,-0.022143042211960264,negligible,2.770620216030241e-06,True
num_lists,Continuous,Mann-Whitney U,2.555989994753214e-81,Cliff's Delta,0.11270417291263071,negligible,4.170299465123665e-81,True
num_static_img,Continuous,Mann-Whitney U,1.4559682074006047e-10,Cliff's Delta,-0.030016787121263613,negligible,1.9623919317138586e-10,True
num_animated_img,Continuous,Mann-Whitney U,0.21711331414485613,Cliff's Delta,0.000959633677137817,negligible,0.23208664615484623,False
num_github_links,Continuous,Mann-Whitney U,0.0,Cliff's Delta,0.23480306495039602,small,0.0,True
num_huggingface_links,Continuous,Mann-Whitney U,9.885670541224891e-110,Cliff's Delta,0.13420432805139312,negligible,1.9153486673623228e-109,True
num_code_blk,Continuous,Mann-Whitney U,0.0,Cliff's Delta,0.26210935757017034,small,0.0,True
num_inline_code,Continuous,Mann-Whitney U,1.6397513122113398e-187,Cliff's Delta,0.15267078293362102,small,4.621117334413776e-187,True
num_table,Continuous,Mann-Whitney U,2.9123309386930902e-285,Cliff's Delta,0.1902172207155591,small,1.5047043183247633e-284,True
word_count_yaml,Continuous,Mann-Whitney U,2.3161841573714407e-122,Cliff's Delta,0.14824920112631393,small,4.786780591900977e-122,True
word_count_content,Continuous,Mann-Whitney U,0.0,Cliff's Delta,0.2988589152066788,small,0.0,True
has_dataset,Binary,Chi-square,3.3979905466560534e-10,Cramér's V,0.02558925331134662,negligible,4.389071122764069e-10,True
match_huggingface_dataset,Binary,Chi-square,0.2329102398035082,Cramér's V,0.004861153044621439,negligible,0.24067391446362513,False
has_safetensors,Binary,Chi-square,1.4537343031468337e-93,Cramér's V,0.08361711560311808,negligible,2.5036535220862134e-93,True
has_quantized,Binary,Chi-square,0.8441261989972666,Cramér's V,0.0008012368478768345,negligible,0.8441261989972666,False
has_license,Binary,Chi-square,9.015870066271967e-96,Cramér's V,0.08461823301184485,negligible,1.644070423849594e-95,True
has_space,Binary,Chi-square,0.16233546239506053,Cramér's V,0.005693954573127092,negligible,0.17972854765167415,False
has_pipeline_name,Binary,Chi-square,3.2934606958987146e-274,Cramér's V,0.1441824820779819,small,1.2762160196607519e-273,True
has_primary_implementation_library_name,Binary,Chi-square,1.0909310598782347e-210,Cramér's V,0.12623507257168978,small,3.757651428469475e-210,True
if_supported_libraries,Binary,Chi-square,1.5250416572402456e-139,Cramér's V,0.10247610366945892,small,3.9396909478706345e-139,True
has_supported_additional_frameworks_Libraries,Binary,Chi-square,2.5368413759495105e-282,Cramér's V,0.14631667659673694,small,1.1234583236347832e-281,True
has_widgetData,Binary,Chi-square,1.345961645737822e-134,Cramér's V,0.10061675723687433,small,2.9803436441337487e-134,True
has_config,Binary,Chi-square,2.150278861262816e-201,Cramér's V,0.12339058761451376,small,6.66586446991473e-201,True
has_model_index_result,Binary,Chi-square,4.2764486739222666e-16,Cramér's V,0.0331323507086803,negligible,6.628495444579514e-16,True
has_video,Binary,Chi-square,4.4032223131164354e-10,Cramér's V,0.025424544227557157,negligible,5.459995668264381e-10,True
has_bibtex,Binary,Chi-square,0.0,Cramér's V,0.17983479403086342,small,0.0,True
