Train,Test,AUC_mean,AUC_std,CI_lo,CI_hi,N_train,N_test
Audio,Computer Vision,0.7266035228664552,0.007173076258757612,0.7122065471689827,0.7401844601657147,2155,7561
Audio,Multimodal,0.6775223768488988,0.012186956589042487,0.6548149596087071,0.7008952844392062,2155,1958
Audio,NLP,0.6522170829984466,0.004119649817853765,0.6443152244898323,0.6599525318949298,2155,28341
Audio,Other,0.6640072556546889,0.006382756869461869,0.6515282867632863,0.6759497444459178,2155,20021
Computer Vision,Audio,0.742374681099789,0.012591700362186148,0.7165645256827258,0.7668122048415844,7561,2155
Computer Vision,Multimodal,0.6918261399491339,0.012536808520105,0.6689200053777139,0.7163158159916306,7561,1958
Computer Vision,NLP,0.674941384234416,0.004157227023250147,0.6665780670662055,0.682730220597166,7561,28341
Computer Vision,Other,0.6411338413794524,0.006372553786175172,0.6286903985021355,0.6536170721649952,7561,20021
Multimodal,Audio,0.6911531850653841,0.01429218808272307,0.6638041122505525,0.7187390544842863,1958,2155
Multimodal,Computer Vision,0.6939333602847223,0.007415301118594294,0.6796136632395506,0.7096227620527931,1958,7561
Multimodal,NLP,0.7008377257649024,0.003923015845978899,0.6930026644367894,0.7085702981216735,1958,28341
Multimodal,Other,0.6832743931545695,0.006122510775732409,0.6711472952128306,0.695304307222493,1958,20021
NLP,Audio,0.712958954863457,0.014014231000077277,0.686087963543641,0.7397189902350926,28341,2155
NLP,Computer Vision,0.6682094972992505,0.0081511490501246,0.6519069141897339,0.6841979939861464,28341,7561
NLP,Multimodal,0.7484035644128212,0.011015729012771884,0.7271969398117211,0.7697119610785688,28341,1958
NLP,Other,0.7260972163214215,0.005470539618927127,0.7152582249141616,0.7363455253192089,28341,20021
Other,Audio,0.7229610293789012,0.013418697807132392,0.6974378201423512,0.7487040868970317,20021,2155
Other,Computer Vision,0.6987167780469354,0.0075128440615439065,0.6839809397236285,0.7130069674423328,20021,7561
Other,Multimodal,0.7222131992115012,0.011635487188283895,0.6988367806908847,0.7440665322560477,20021,1958
Other,NLP,0.7219469765421959,0.0038710296261981413,0.7141442712855917,0.7293966393438008,20021,28341
