k,mean_auc
5,0.7296092941156768
6,0.7393967905102344
7,0.7407405497071587
8,0.7481231476302763
9,0.7513822198174044
10,0.763765752982634
11,0.7781189311229963
12,0.7854086171807693
13,0.7914340506882168
14,0.8024427355224925
15,0.8043501715410504
16,0.813292767964311
17,0.8173036512062033
18,0.8182562877926782
19,0.8204112794821914
20,0.8224067069495318
21,0.823712865560597
22,0.8236070234298692
23,0.8235589847679943
24,0.8247238125745169
25,0.8252947408533651
26,0.8264612777129869
