Group,N,AUC_mean,AUC_std
Audio,2165,0.8161928495431912,0.033295720644605155
Computer Vision,7822,0.873169736333554,0.01308257420259836
Multimodal,1931,0.8350390933295706,0.040585755910874044
NLP,28452,0.8371776223477998,0.008959184926777098
Other,19670,0.805163200117587,0.01647714969714158
