Group,N_main,AUC_mean_main,AUC_std_main,N_robust,AUC_mean_robust,AUC_std_robust,delta_AUC,noticeable
community,5353,0.8681713395303754,0.0208812930836595,5382,0.855266955162816,0.0299434984930064,-0.012904384367559363,False
company,9700,0.8808506590243086,0.0127506975075971,9910,0.8712022490476002,0.010251735861045,-0.00964840997670835,False
non-profit,2374,0.8168133987714624,0.042026657440349,2401,0.8399123292196146,0.0233932228166324,0.023098930448152144,False
organization or individual,40168,0.8305995299932638,0.0092693887172645,39869,0.8173591326839421,0.0061998456620594,-0.013240397309321694,False
university,2403,0.8391893364675713,0.0297088770401505,2437,0.8302823960821228,0.0348891578835584,-0.00890694038544848,False
