Train,Test,AUC_mean_main,AUC_std_main,CI_lo_main,CI_hi_main,N_train_main,N_test_main,AUC_mean_robust,AUC_std_robust,CI_lo_robust,CI_hi_robust,N_train_robust,N_test_robust,delta_AUC,main_in_robust_CI,noticeable
Audio,Computer Vision,0.7742203848533751,0.0087858597563771,0.7565487329618935,0.7910571353768777,2187,7853,0.789731124535269,0.0075324260278959,0.7748682958595196,0.8043744229816129,2165,7822,0.01551073968189387,False,False
Audio,Multimodal,0.7095386021601551,0.0135155916548553,0.6844995000173157,0.7357685289812321,2187,1913,0.6863171418245808,0.0127016708904572,0.6617511319403712,0.7104287017690379,2165,1931,-0.023221460335574262,True,False
Audio,NLP,0.6158397656187063,0.0048628476787845,0.6063760086176749,0.6252710035577429,2187,27809,0.5974498590819287,0.0040444986445557,0.5893195136732484,0.6053485580778568,2165,28452,-0.018389906536777634,False,False
Audio,Other,0.6668467978690985,0.0084882859200298,0.6509584541646689,0.6835237761878654,2187,20276,0.6870252044151259,0.0063083507885367,0.6751722632315386,0.6988829211385407,2165,19670,0.020178406546027428,False,False
Computer Vision,Audio,0.6978560934404909,0.0151500913018778,0.6677467368902334,0.7269196992112098,7853,2187,0.6984348938368297,0.0137689752276726,0.6718559762863278,0.725758435127224,7822,2165,0.00057880039633873,True,False
Computer Vision,Multimodal,0.703450475444814,0.0124596142884855,0.6784954635355237,0.7276686348945254,7853,1913,0.7103324022873098,0.0119789155104249,0.6874682275428654,0.7350741270524767,7822,1931,0.006881926842495778,True,False
Computer Vision,NLP,0.6656091490468939,0.0047717167654287,0.6566661057468507,0.6751907960976875,7853,27809,0.6329440277039887,0.0041583953966587,0.6249515513693155,0.6411530831313842,7822,28452,-0.03266512134290522,False,True
Computer Vision,Other,0.6445892884534851,0.007356290837543,0.6310471085940755,0.6591298188601837,7853,20276,0.6819253779736949,0.0055627387805623,0.6704466803494373,0.6928449600317206,7822,19670,0.037336089520209836,False,True
Multimodal,Audio,0.682554334491311,0.0162980548218197,0.6521443104985789,0.7151606126330402,1913,2187,0.6719850610515398,0.014688859873793,0.6432986897267989,0.699831741930883,1931,2165,-0.01056927343977121,True,False
Multimodal,Computer Vision,0.7501749574889068,0.0091871446189113,0.7328269260419705,0.7682273792599403,1913,7853,0.7559453988840649,0.0077366635378497,0.7403471833118067,0.7709023102234444,1931,7822,0.0057704413951580324,True,False
Multimodal,NLP,0.6647154737577352,0.0045110754157645,0.6558926540539367,0.6739276751948828,1913,27809,0.6402009887080169,0.003871044399731,0.6326020010735555,0.6475950095561135,1931,28452,-0.024514485049718315,False,False
Multimodal,Other,0.6307249328662881,0.0079194974257035,0.6148261037348639,0.6456924232223353,1913,20276,0.6717398323980228,0.0063647734311106,0.6590953836428571,0.6834552221899493,1931,19670,0.04101489953173476,False,True
NLP,Audio,0.6718588900738189,0.0158182022061993,0.6414792924747414,0.7037636520579508,27809,2187,0.6636056897632426,0.0142834332361683,0.6342479583392708,0.6908233670622319,28452,2165,-0.008253200310576303,True,False
NLP,Computer Vision,0.7769332225254918,0.0090819015529963,0.7589107448534385,0.7933278553042058,27809,7853,0.7653075327795176,0.0079732954696897,0.7487763392499514,0.7808337759568589,28452,7822,-0.011625689745974221,True,False
NLP,Multimodal,0.7714401924590191,0.0122294566919168,0.7472919338940004,0.7960714420712492,27809,1913,0.757471928857967,0.0114230577734229,0.734851318884396,0.7802764803333263,28452,1931,-0.013968263601052078,True,False
NLP,Other,0.7060785451528291,0.0089294393685186,0.6881127709905608,0.7236032664669887,27809,20276,0.681198562602106,0.0072751300994785,0.6675327988814999,0.6953575916261264,28452,19670,-0.0248799825507231,False,False
Other,Audio,0.6820271193138926,0.0142572909149512,0.6540276340775201,0.7097186104268822,20276,2187,0.678654970987602,0.0139414022030771,0.6526738694887912,0.7068310456098126,19670,2165,-0.003372148326290625,True,False
Other,Computer Vision,0.7096351414836212,0.009217672326182,0.6904981535485488,0.726961583229104,20276,7853,0.7392240658359378,0.0078821100863836,0.7235851313189909,0.7534208263626165,19670,7822,0.029588924352316637,False,False
Other,Multimodal,0.6637571946135906,0.0125758710954393,0.6383083836963691,0.6880382192813036,20276,1913,0.6947530329184276,0.0123402617270856,0.6690843650759217,0.7184044417059253,19670,1931,0.030995838304836987,False,True
Other,NLP,0.7098480201226204,0.0043030916594229,0.7010918394015041,0.7179016788321894,20276,27809,0.6653963354434533,0.003919345331473,0.6573293606768056,0.6727785639303047,19670,28452,-0.04445168467916705,False,True
