Group,N_main,AUC_mean_main,AUC_std_main,N_robust,AUC_mean_robust,AUC_std_robust,delta_AUC,noticeable
Audio,2187,0.8142640965591786,0.0385652713945982,2165,0.8161928495431912,0.0332957206446051,0.0019287529840125162,False
Computer Vision,7853,0.890983442689017,0.0243512516697096,7822,0.873169736333554,0.0130825742025983,-0.017813706355462977,False
Multimodal,1913,0.8435748272518897,0.0218170670914186,1931,0.8350390933295706,0.040585755910874,-0.0085357339223191,False
NLP,27809,0.8611543633034339,0.0102275098725425,28452,0.8371776223477998,0.008959184926777,-0.023976740955634068,False
Other,20276,0.8109995727267136,0.0161539960797609,19670,0.805163200117587,0.0164771496971415,-0.005836372609126617,False
