Train,Test,AUC_mean_main,AUC_std_main,CI_lo_main,CI_hi_main,N_train_main,N_test_main,AUC_mean_robust,AUC_std_robust,CI_lo_robust,CI_hi_robust,N_train_robust,N_test_robust,delta_AUC,main_in_robust_CI,noticeable
Audio,Computer Vision,0.7276096898097284,0.0079102031579677,0.7121749095046366,0.7427378576922338,2164,7521,0.7266035228664552,0.0071730762587576,0.7122065471689827,0.7401844601657147,2155,7561,-0.0010061669432731568,True,False
Audio,Multimodal,0.6782255649675503,0.0135715600856661,0.6508068096657584,0.7048478686157219,2164,1942,0.6775223768488988,0.0121869565890424,0.6548149596087071,0.7008952844392062,2155,1958,-0.0007031881186514433,True,False
Audio,NLP,0.6705465401909599,0.0047055330755541,0.6614237919055138,0.6801320444899959,2164,28302,0.6522170829984466,0.0041196498178537,0.6443152244898323,0.6599525318949298,2155,28341,-0.018329457192513332,False,False
Audio,Other,0.6845012733304471,0.0073664620892152,0.6698019444865168,0.6991701088500087,2164,20103,0.6640072556546889,0.0063827568694618,0.6515282867632863,0.6759497444459178,2155,20021,-0.020494017675758203,False,False
Computer Vision,Audio,0.7594870944339496,0.01345719108557,0.7327775201508993,0.7874482689554266,7521,2164,0.742374681099789,0.0125917003621861,0.7165645256827258,0.7668122048415844,7561,2155,-0.01711241333416058,True,False
Computer Vision,Multimodal,0.6917025288074009,0.0136391286142903,0.6642996453738617,0.7186658897354762,7521,1942,0.6918261399491339,0.012536808520105,0.6689200053777139,0.7163158159916306,7561,1958,0.00012361114173298215,True,False
Computer Vision,NLP,0.6986331846802996,0.0048038411533715,0.6888971867016743,0.7085402791828022,7521,28302,0.674941384234416,0.0041572270232501,0.6665780670662055,0.682730220597166,7561,28341,-0.023691800445883593,False,False
Computer Vision,Other,0.6379633119524782,0.0077617221589466,0.6228303973901627,0.6525288451563135,7521,20103,0.6411338413794524,0.0063725537861751,0.6286903985021355,0.6536170721649952,7561,20021,0.0031705294269741557,True,False
Multimodal,Audio,0.6910506941143458,0.0162115774555861,0.660093401189333,0.7226067249051907,1942,2164,0.6911531850653841,0.014292188082723,0.6638041122505525,0.7187390544842863,1958,2155,0.00010249095103831429,True,False
Multimodal,Computer Vision,0.7047557628799107,0.0081042184077162,0.6897765138379351,0.7194321902139741,1942,7521,0.6939333602847223,0.0074153011185942,0.6796136632395506,0.7096227620527931,1958,7561,-0.010822402595188407,True,False
Multimodal,NLP,0.7253441240050524,0.0046760078407111,0.7160987156520615,0.7349182411243225,1942,28302,0.7008377257649024,0.0039230158459788,0.6930026644367894,0.7085702981216735,1958,28341,-0.024506398240149996,False,False
Multimodal,Other,0.6805544963319948,0.0076957997933142,0.6658592818137824,0.6956970232186086,1942,20103,0.6832743931545695,0.0061225107757324,0.6711472952128306,0.695304307222493,1958,20021,0.0027198968225746745,True,False
NLP,Audio,0.7656662239442583,0.0145617576639272,0.7366559316536057,0.7949043587207769,28302,2164,0.712958954863457,0.0140142310000772,0.686087963543641,0.7397189902350926,28341,2155,-0.05270726908080137,False,True
NLP,Computer Vision,0.7014089710343493,0.0085596596430937,0.6848385475676236,0.7180776005411086,28302,7521,0.6682094972992505,0.0081511490501246,0.6519069141897339,0.6841979939861464,28341,7561,-0.033199473735098795,False,True
NLP,Multimodal,0.7656700041304623,0.011633651007887,0.7426337985187319,0.7886630213174551,28302,1942,0.7484035644128212,0.0110157290127718,0.7271969398117211,0.7697119610785688,28341,1958,-0.01726643971764108,True,False
NLP,Other,0.7420110954695963,0.0062826273157951,0.7304168812393176,0.753953998884586,28302,20103,0.7260972163214215,0.0054705396189271,0.7152582249141616,0.7363455253192089,28341,20021,-0.01591387914817477,False,False
Other,Audio,0.7235263853381969,0.0154675903966209,0.6928286026601533,0.7532579935226014,20103,2164,0.7229610293789012,0.0134186978071323,0.6974378201423512,0.7487040868970317,20021,2155,-0.0005653559592957436,True,False
Other,Computer Vision,0.7316709082954171,0.0077496622431928,0.7160934188637389,0.7460130340395986,20103,7521,0.6987167780469354,0.0075128440615439,0.6839809397236285,0.7130069674423328,20021,7561,-0.032954130248481706,False,True
Other,Multimodal,0.7163728844172009,0.0127141234760598,0.6919024970927902,0.7415389193345473,20103,1942,0.7222131992115012,0.0116354871882838,0.6988367806908847,0.7440665322560477,20021,1958,0.00584031479430025,True,False
Other,NLP,0.7357035141698767,0.0043731195982181,0.7272992748640285,0.744430560069682,20103,28302,0.7219469765421959,0.0038710296261981,0.7141442712855917,0.7293966393438008,20021,28341,-0.01375653762768081,False,False
