Train,Test,AUC_mean_main,AUC_std_main,CI_lo_main,CI_hi_main,N_train_main,N_test_main,AUC_mean_robust,AUC_std_robust,CI_lo_robust,CI_hi_robust,N_train_robust,N_test_robust,delta_AUC,main_in_robust_CI,noticeable
community,company,0.6973639819688505,0.006108707322331,0.6855101813916833,0.7090112294706961,5298,9510,0.6798935990362523,0.0057461464151644,0.668552356766308,0.6913518572412156,5300,9686,-0.017470382932598172,False,False
community,non-profit,0.71502110526688,0.014114101903538,0.6871576225559842,0.7424875171305653,5298,2317,0.7170122977223131,0.0121527258900177,0.6914797664069561,0.7396290025185608,5300,2319,0.0019911924554331106,True,False
community,organization or individual,0.6911059370998802,0.0053925105743677,0.6803660120426538,0.7018380974710506,5298,40472,0.6881826377024614,0.0041845781914979,0.6802394320934052,0.6964304662094121,5300,40305,-0.002923299397418866,True,False
community,university,0.6346081635149572,0.0159443226099945,0.6021950508751088,0.6651970096690555,5298,2402,0.6398645655370395,0.0138985866377791,0.6134249070695268,0.6657830858529509,5300,2381,0.005256402022082329,True,False
company,community,0.697734409032458,0.0111928383088668,0.6772153994315867,0.7194297541875727,9510,5298,0.6773802339969641,0.0096748885723471,0.6583069931759877,0.6963184666826733,9686,5300,-0.02035417503549386,False,False
company,non-profit,0.7152781930184703,0.0138821768629526,0.6875939416508087,0.7433666539311985,9510,2317,0.6939637941157425,0.0118782757395387,0.6701815519867005,0.7174339030717833,9686,2319,-0.021314398902727794,True,False
company,organization or individual,0.7098284849185063,0.0049727988610467,0.7004274852944873,0.7193616109720208,9510,40472,0.6618745530795997,0.0042767354769003,0.6536743606768198,0.6701177448374348,9686,40305,-0.047953931838906505,False,True
company,university,0.6503815709921171,0.0173715950578802,0.6157161172523314,0.6819649538535921,9510,2402,0.6517918684335147,0.0140749501415989,0.6229739162425562,0.6782844808998122,9686,2381,0.0014102974413975344,True,False
non-profit,community,0.6537238416022574,0.0108532702135675,0.6318799482319549,0.6741466463185719,2317,5298,0.6479914259701091,0.0095301473262122,0.6292500289289725,0.6666414108825498,2319,5300,-0.005732415632148324,True,False
non-profit,company,0.701270402834237,0.0058653704184398,0.6892703551990388,0.7125802964386507,2317,9510,0.6897205852095983,0.0055750676464131,0.679073750285793,0.7011094162732241,2319,9686,-0.011549817624638692,False,False
non-profit,organization or individual,0.6274446660159372,0.0053075574452757,0.6174085376577982,0.6383883894244744,2317,40472,0.6044459302822622,0.0042793928689778,0.596170538058897,0.6128981327807111,2319,40305,-0.022998735733674947,False,False
non-profit,university,0.6148024801101698,0.0181878104560762,0.5797359416966704,0.6496902060749496,2317,2402,0.6385539714002902,0.0137145653286466,0.6117895319423502,0.6653434433335585,2319,2381,0.02375149129012044,True,False
organization or individual,community,0.7097139949229341,0.0104874637251358,0.6893850407312504,0.7301162818344853,40472,5298,0.6946748401005575,0.008704224323293,0.6767897134765191,0.7106941726963364,40305,5300,-0.01503915482237661,True,False
organization or individual,company,0.6704319291862962,0.006360915136816,0.6579204318521369,0.6832057876222668,40472,9510,0.6624377513277362,0.0055126495541376,0.6522845939213083,0.6745542670145253,40305,9686,-0.007994177858560048,True,False
organization or individual,non-profit,0.7061135787705689,0.0140214319518269,0.6787287238832229,0.7346461237835576,40472,2317,0.6895918329355313,0.0122033951081888,0.6657620665518456,0.7136406938664427,40305,2319,-0.016521745835037627,True,False
organization or individual,university,0.6409699605906621,0.0175260769610012,0.6059993292351465,0.6762018078592708,40472,2402,0.6421811822440107,0.0140524050206791,0.6144296688209435,0.6693990972371546,40305,2381,0.0012112216533485265,True,False
university,community,0.646763015108936,0.0112129824882173,0.6251412489198125,0.6676581731775394,2402,5298,0.6463185417091538,0.0097276124267017,0.6270889018449189,0.6648213349138938,2381,5300,-0.0004444733997821526,True,False
university,company,0.6481993992010662,0.0061787116327872,0.6358323398189788,0.6598793174992847,2402,9510,0.6427908569208007,0.0056269183331296,0.6318290555052944,0.6534420125558308,2381,9686,-0.005408542280265438,True,False
university,non-profit,0.6505746306468289,0.0145597323614546,0.6217845490469365,0.6782016800709793,2402,2317,0.6639194442760629,0.0120288959135931,0.6412441822610471,0.6878054202066102,2381,2319,0.01334481362923401,True,False
university,organization or individual,0.6322716306829682,0.0058295610139425,0.6206176471924363,0.6437333500571647,2402,40472,0.6304298499437138,0.0045143518468337,0.6215060655437764,0.6388466251264407,2381,40305,-0.0018417807392544505,True,False
