Train_main,Test,AUC_mean_main,AUC_std_main,CI_lo_main,CI_hi_main,N_train_main,N_test_main,Train_robust,AUC_mean_robust,AUC_std_robust,CI_lo_robust,CI_hi_robust,N_train_robust,N_test_robust,delta_AUC,main_in_robust_CI,noticeable
others,community,0.7163978267400116,0.0107787298474201,0.6944292042653728,0.7381161251771777,54701,5298,others,0.7101086108470986,0.0091828271466952,0.6922405998631903,0.7276688229340614,54691,5300,-0.0062892158929129804,True,False
others,company,0.7067280776598455,0.006038081959897,0.6952916317753808,0.718938987678954,50489,9510,others,0.6914465513058112,0.0054816907518709,0.6816126724348638,0.7024033101466894,50305,9686,-0.015281526354034236,False,False
others,non-profit,0.7222564971218538,0.0134047950289891,0.6946313955941255,0.748984572373965,57682,2317,others,0.7015456380196184,0.0119736395128106,0.6771518988338742,0.7238803036252727,57672,2319,-0.020710859102235357,True,False
others,organization or individual,0.7165170028110299,0.0049662550653442,0.7071815436959328,0.7263678834427605,19527,40472,others,0.6926925472578875,0.0040896619093996,0.6851344542271973,0.7010006684248414,19686,40305,-0.023824455553142387,False,False
others,university,0.6448662942755647,0.0165165436924807,0.6130484063630356,0.6774054865812194,57597,2402,others,0.6462083169083987,0.0135223247856756,0.6188292381661632,0.6728221579477399,57610,2381,0.0013420226328340057,True,False
