k,mean_auc
5,0.769660642016629
6,0.7764285812911038
7,0.7788079587926048
8,0.7900173127655208
9,0.8178313657142446
10,0.8218703064138543
11,0.8265709637735865
12,0.8341507715029435
13,0.8362218721809642
14,0.8398275079527961
15,0.841405615402931
16,0.8423146073397435
17,0.8458444485321556
18,0.8455231662533716
19,0.8479695452719496
20,0.8507866141916509
21,0.851541917203735
22,0.8521947089134125
23,0.8518783444213056
24,0.8525172893076535
25,0.8524560472726452
26,0.8543604198512744
