k,mean_auc
5,0.7423589249651898
6,0.756092839698119
7,0.7562804566136987
8,0.7623216375591604
9,0.7700888614739048
10,0.7876168935861269
11,0.7912041678666868
12,0.7991939333532749
13,0.8050627153226255
14,0.8170795438694833
15,0.8198653165184695
16,0.8286569585275408
17,0.8330740882167964
18,0.8348669790497727
19,0.8380189667121373
20,0.8368998303441144
21,0.838848013703965
22,0.8387088959691689
23,0.8402018826905557
24,0.8403375181376809
25,0.8395106622938346
26,0.8412609048754014
