Group,N_main,AUC_mean_main,AUC_std_main,N_robust,AUC_mean_robust,AUC_std_robust,delta_AUC,noticeable
community,5353,0.8681713395303754,0.0208812930836595,5332,0.8529606108013749,0.0137312724330755,-0.015210728729000533,False
company,9700,0.8808506590243086,0.0127506975075971,10099,0.8620023123429059,0.012741582983245,-0.018848346681402672,False
non-profit,2374,0.8168133987714624,0.042026657440349,2439,0.8400147899075969,0.0194081731633033,0.023201391136134508,False
organization or individual,40168,0.8305995299932638,0.0092693887172645,39639,0.8404917865398494,0.0071661067259946,0.009892256546585543,False
university,2403,0.8391893364675713,0.0297088770401505,2488,0.8152932869378349,0.0263063257717515,-0.02389604952973645,False
