Group,N_main,AUC_mean_main,AUC_std_main,N_robust,AUC_mean_robust,AUC_std_robust,delta_AUC,noticeable
Audio,2187,0.8142640965591786,0.0385652713945982,2173,0.8001942664740543,0.0267331605672512,-0.014069830085124302,False
Computer Vision,7853,0.890983442689017,0.0243512516697096,7821,0.8754709595925719,0.0144688037237484,-0.01551248309644504,False
Multimodal,1913,0.8435748272518897,0.0218170670914186,1987,0.8235356933607486,0.0277350044408455,-0.020039133891141092,False
NLP,27809,0.8611543633034339,0.0102275098725425,28920,0.8353617002210607,0.0052123212862713,-0.025792663082373157,False
Other,20276,0.8109995727267136,0.0161539960797609,19133,0.8463122943881087,0.0078578696205491,0.0353127216613951,True
