Group,N_main,AUC_mean_main,AUC_std_main,N_robust,AUC_mean_robust,AUC_std_robust,delta_AUC,noticeable
Audio,2164,0.8241967688266095,0.0327106760982389,2161,0.7863732173482659,0.0405802568696342,-0.0378235514783436,True
Computer Vision,7521,0.851702292817339,0.0174177359549483,7576,0.8262543717717022,0.0172336634576221,-0.025447921045636757,False
Multimodal,1942,0.8324120896501987,0.0412621301166853,1970,0.8235527516121287,0.0296877198241092,-0.008859338038070041,False
NLP,28302,0.8484424108880116,0.0175559228766888,28429,0.8149108134803982,0.009050134321836,-0.03353159740761347,True
Other,20103,0.8157857068798349,0.0221709492249215,19904,0.7919285735836831,0.0047792190188806,-0.0238571332961518,False
