Train,Test,AUC_mean_main,AUC_std_main,CI_lo_main,CI_hi_main,N_train_main,N_test_main,AUC_mean_robust,AUC_std_robust,CI_lo_robust,CI_hi_robust,N_train_robust,N_test_robust,delta_AUC,main_in_robust_CI,noticeable
Audio,Computer Vision,0.7742203848533751,0.0087858597563771,0.7565487329618935,0.7910571353768777,2187,7853,0.778017569448387,0.0073070498843232,0.7625357838899911,0.7921287528660285,2173,7821,0.003797184595011882,True,False
Audio,Multimodal,0.7095386021601551,0.0135155916548553,0.6844995000173157,0.7357685289812321,2187,1913,0.6946585325504985,0.0120664540720341,0.6727419787023268,0.7187517498558895,2173,1987,-0.014880069609656599,True,False
Audio,NLP,0.6158397656187063,0.0048628476787845,0.6063760086176749,0.6252710035577429,2187,27809,0.6058761500782149,0.0036730936025373,0.5987621291306393,0.6134233176715441,2173,28920,-0.00996361554049141,False,False
Audio,Other,0.6668467978690985,0.0084882859200298,0.6509584541646689,0.6835237761878654,2187,20276,0.7196340231899897,0.0050081838491458,0.7100049151165355,0.7296550229536742,2173,19133,0.052787225320891196,False,True
Computer Vision,Audio,0.6978560934404909,0.0151500913018778,0.6677467368902334,0.7269196992112098,7853,2187,0.6821243654332537,0.0124701864414273,0.6572335657676287,0.7064298847899806,7821,2173,-0.01573172800723721,True,False
Computer Vision,Multimodal,0.703450475444814,0.0124596142884855,0.6784954635355237,0.7276686348945254,7853,1913,0.7143080187347737,0.0113680275781061,0.6905240000396089,0.7354972460053472,7821,1987,0.010857543289959692,True,False
Computer Vision,NLP,0.6656091490468939,0.0047717167654287,0.6566661057468507,0.6751907960976875,7853,27809,0.6487687575024423,0.0035449518106318,0.642231566662979,0.6553931029084745,7821,28920,-0.016840391544451605,False,False
Computer Vision,Other,0.6445892884534851,0.007356290837543,0.6310471085940755,0.6591298188601837,7853,20276,0.7327714580506264,0.0045683098930038,0.7244998896000836,0.7418635181854405,7821,19133,0.08818216959714131,False,True
Multimodal,Audio,0.682554334491311,0.0162980548218197,0.6521443104985789,0.7151606126330402,1913,2187,0.6652767081893665,0.0129393944663144,0.640691525224444,0.6918842595893561,1987,2173,-0.017277626301944515,True,False
Multimodal,Computer Vision,0.7501749574889068,0.0091871446189113,0.7328269260419705,0.7682273792599403,1913,7853,0.7358998200015787,0.0079500325987094,0.7209102160657922,0.7509415731134247,1987,7821,-0.014275137487328116,True,False
Multimodal,NLP,0.6647154737577352,0.0045110754157645,0.6558926540539367,0.6739276751948828,1913,27809,0.6430863028486725,0.0036079164755587,0.6360431965613692,0.6501265321546332,1987,28920,-0.02162917090906269,False,False
Multimodal,Other,0.6307249328662881,0.0079194974257035,0.6148261037348639,0.6456924232223353,1913,20276,0.7011903229237448,0.0049612500056793,0.6920595163603487,0.7105591413808017,1987,19133,0.07046539005745678,False,True
NLP,Audio,0.6718588900738189,0.0158182022061993,0.6414792924747414,0.7037636520579508,27809,2187,0.6800613974752843,0.012924765398343,0.6546683672825415,0.7052854673333481,28920,2173,0.008202507401465331,True,False
NLP,Computer Vision,0.7769332225254918,0.0090819015529963,0.7589107448534385,0.7933278553042058,27809,7853,0.7623290932456942,0.007788997349476,0.7467457581130553,0.7765498636671133,28920,7821,-0.014604129279797595,False,False
NLP,Multimodal,0.7714401924590191,0.0122294566919168,0.7472919338940004,0.7960714420712492,27809,1913,0.7485928690517267,0.0109086344848411,0.7258087018985869,0.7688954243882034,28920,1987,-0.02284732340729234,False,False
NLP,Other,0.7060785451528291,0.0089294393685186,0.6881127709905608,0.7236032664669887,27809,20276,0.7351957542359069,0.0053828894418336,0.7246890054997008,0.745861786960305,28920,19133,0.0291172090830778,False,False
Other,Audio,0.6820271193138926,0.0142572909149512,0.6540276340775201,0.7097186104268822,20276,2187,0.698089294214808,0.0128123438877976,0.6730693588644547,0.7231867771403806,19133,2173,0.016062174900915438,True,False
Other,Computer Vision,0.7096351414836212,0.009217672326182,0.6904981535485488,0.726961583229104,20276,7853,0.7458747779763598,0.0077775667806696,0.7297937215727821,0.761089943955019,19133,7821,0.03623963649273865,False,True
Other,Multimodal,0.6637571946135906,0.0125758710954393,0.6383083836963691,0.6880382192813036,20276,1913,0.6987551145238851,0.0112977901033042,0.6765645602138635,0.7198535860392269,19133,1987,0.03499791991029444,False,True
Other,NLP,0.7098480201226204,0.0043030916594229,0.7010918394015041,0.7179016788321894,20276,27809,0.6649894729536675,0.0035377021239456,0.6578112748450196,0.6718568350900432,19133,28920,-0.04485854716895288,False,True
