Train_main,Test,AUC_mean_main,AUC_std_main,CI_lo_main,CI_hi_main,N_train_main,N_test_main,Train_robust,AUC_mean_robust,AUC_std_robust,CI_lo_robust,CI_hi_robust,N_train_robust,N_test_robust,delta_AUC,main_in_robust_CI,noticeable
others,Audio,0.7814769743482293,0.0129092828080189,0.7562588751378204,0.8067069429924242,57868,2164,others,0.7345792431116681,0.011755558862965,0.7129715467882201,0.7577538845079907,58028,2161,-0.04689773123656116,False,True
others,Computer Vision,0.7558726384073752,0.0074604233630619,0.7407027987615695,0.7701935038221761,52511,7521,others,0.704291071071905,0.0070573755069079,0.6903585935296215,0.7175700807641618,52613,7576,-0.051581567335470146,False,True
others,Multimodal,0.768719470708118,0.0114762214708334,0.7465953250909015,0.7914662190535622,58090,1942,others,0.7438832678316526,0.0104496846469793,0.7220096608756822,0.7644612183056131,58219,1970,-0.024836202876465374,False,False
others,NLP,0.7539202861008266,0.0044260038629997,0.7452787587502578,0.7629231217127541,31730,28302,others,0.7163540021271697,0.0034430399789761,0.7100224192688934,0.7234131487638974,31760,28429,-0.03756628397365691,False,True
others,Other,0.7477514202867263,0.0064705245978881,0.7353151518382105,0.7607079108666254,39929,20103,others,0.7402329680853927,0.0044440836663942,0.7316145392117877,0.748506523733451,40285,19904,-0.007518452201333514,True,False
