k,mean_auc
5,0.7413983287964777
6,0.7635967600865017
7,0.7694711283090567
8,0.7743130566819216
9,0.7977676248931699
10,0.8031725257681142
11,0.8109646229805618
12,0.8227583487859137
13,0.8303389444676519
14,0.8420296518566739
15,0.8507834135119492
16,0.8503601052378216
17,0.8528675662519414
18,0.8549027069902108
19,0.8583276879836645
20,0.8597177437013954
21,0.8614817071419443
22,0.8625642062927055
23,0.8617116424557247
24,0.8620838140062919
25,0.862259493464413
26,0.863120826431666
