Train,Test,AUC_mean,AUC_std,CI_lo,CI_hi,N_train,N_test
Audio,Computer Vision,0.7386209093026316,0.012866868061957373,0.7137607304115439,0.7626298833867176,2155,7698
Audio,Multimodal,0.7265122272455473,0.016412375329240707,0.6949171067034362,0.7586263971013179,2155,1869
Audio,NLP,0.6397750713964324,0.006557584120881175,0.6275242400835344,0.6526974093245888,2155,27808
Audio,Other,0.6758807255565041,0.013615298423434112,0.6495878206644092,0.7028224203393466,2155,20511
Computer Vision,Audio,0.7222977959015421,0.018382439485908345,0.6848115890813582,0.7549731458282626,7698,2155
Computer Vision,Multimodal,0.6609344020875487,0.016740532517019922,0.6281742185125775,0.6953630963067152,7698,1869
Computer Vision,NLP,0.6781027038537909,0.006530600342178636,0.6645692003819398,0.6912389150801729,7698,27808
Computer Vision,Other,0.7130299775359986,0.01271494054250779,0.6892889707904618,0.7383851435876736,7698,20511
Multimodal,Audio,0.7062752066821124,0.019903257306614536,0.6672037340071689,0.7458277086054707,1869,2155
Multimodal,Computer Vision,0.7590553346268422,0.01210433518587245,0.7355796018839568,0.7837788161986894,1869,7698
Multimodal,NLP,0.6780644202829827,0.006073220925048771,0.6661159109841696,0.6898260218579052,1869,27808
Multimodal,Other,0.6383192625044287,0.014820752522595489,0.6082453544776989,0.667409615297106,1869,20511
NLP,Audio,0.6768780371974485,0.020238974287674332,0.6390892041548346,0.7170605878455049,27808,2155
NLP,Computer Vision,0.8030247453930515,0.011553215630049988,0.7800123273798034,0.8246310468182986,27808,7698
NLP,Multimodal,0.7754370636038568,0.015408305200808662,0.7446286229692741,0.8041014287494149,27808,1869
NLP,Other,0.7726486519536776,0.013137928875868163,0.7457040041124305,0.798548302804401,27808,20511
Other,Audio,0.6912313941267989,0.018260005264715818,0.656068656129222,0.7270506013477162,20511,2155
Other,Computer Vision,0.6950869755750014,0.011996729098770151,0.6726903451358978,0.7174868362522735,20511,7698
Other,Multimodal,0.6727129080468265,0.01609704032828352,0.6410110469640808,0.7043238601845894,20511,1869
Other,NLP,0.7292474634037656,0.0057264261068152265,0.7182259124827971,0.740380025034714,20511,27808
