Feature,PermImportance_mean,PermImportance_std
word_count_content,0.029665132475894744,0.0025009215457078545
model_size_bytes,0.028879580807831852,0.003260468753312015
num_github_links,0.0272253880648499,0.0022228731303029587
has_supported_additional_frameworks_Libraries,0.020527678400324087,0.0023477189251558716
word_count_yaml,0.01857207028148726,0.0019131417766297513
num_code_blk,0.01574214425335494,0.002015814676796964
has_config,0.015216603426468819,0.001944320105877443
has_quantized,0.014390376539255394,0.0016198671090547343
num_arxiv,0.013944760371666136,0.00240675475922404
has_safetensors,0.012383733854585795,0.001865486376246997
num_huggingface_links,0.011625672782623409,0.0011484452672419353
match_huggingface_dataset,0.00937172643002232,0.0016880021167013728
num_root_file,0.00903661580074131,0.0017971005589711194
num_lists,0.00827477674293812,0.0014332137604704085
num_inline_code,0.007324513652764705,0.000869450235092553
has_pipeline_name,0.006427521258014457,0.0014728822712353094
num_modules,0.005785865952682016,0.0010281679656547896
has_bibtex,0.005032592519587957,0.0008989174777101446
has_license,0.004759276597841548,0.0012354747802528344
has_widgetData,0.004590388585007354,0.0012883289497038152
num_table,0.0011153117933386395,0.0006977790573528741
num_static_img,0.0004062900726577186,0.0014695626516035023
has_model_index_result,0.00028890312477749906,0.00040097933702612287
has_space,5.917749415447944e-06,1.5314302950083974e-06
has_video,-4.811730372344947e-06,0.0001485176929442485
num_animated_img,-2.6557597858078985e-05,4.051069810883978e-05
