k,mean_auc
5,0.7713866111810722
6,0.7734287085245061
7,0.7847545062074073
8,0.801257871474846
9,0.8204221601010179
10,0.8291187708545282
11,0.8508913222532499
12,0.8525751987991711
13,0.8549573050767802
14,0.8605362901392148
15,0.8620438470354561
16,0.8646716094359188
17,0.8673408771947564
18,0.8701565346901237
19,0.8697715526166594
20,0.8708083067279814
21,0.8719696406163276
22,0.8760438795871188
23,0.8758729325030179
24,0.8758498524983646
25,0.8744937637226957
26,0.8763152185432711
